  0.7180,  0.7132
  2.7870,  2.7266
  3.6550,  3.6471
  0.7520,  0.7554
  1.9180,  1.9637
  1.9280,  1.9765
  0.8860,  0.9388
  4.0070,  3.8728
  1.7270,  1.7824
  3.6530,  3.5294
  1.8710,  1.8903
  2.9620,  2.9318
  1.5720,  1.6173
  1.8690,  1.9582
  1.4980,  1.4823
  2.9270,  2.8596
  1.8820,  1.8449
  1.9830,  1.9688
  2.2170,  2.2169
  4.2150,  4.3579
  1.8200,  1.7236
  0.5720,  0.6074
  2.2320,  2.3249
  2.5460,  2.7631
  2.0450,  2.0622
  1.1180,  1.1327
 11.3060, 11.7928
 11.8850, 11.9131
  2.5930,  2.6766
  3.0120,  2.9648
  2.1040,  2.1018
  2.6600,  2.6179
  0.8380,  0.8710
  2.2840,  2.3307
  1.0410,  1.0415
 12.9320, 12.9175
  1.1770,  1.1582
  0.6410,  0.6732
  3.0270,  3.0117
  5.7290,  5.9145
 11.2990, 11.2001
  0.6560,  0.6469
  1.4880,  1.5851
  2.8560,  2.8025
  0.6110,  0.6702
  1.7920,  1.9377
  1.0250,  1.0421
  2.6670,  2.5240
  2.5170,  2.4672
  2.1600,  2.0917
  1.7800,  1.7265
  0.6070,  0.6453
  3.5570,  3.3473
  2.1760,  2.0979
  6.2890,  6.0725
  0.8350,  0.8311
  2.1600,  2.2039
 14.9850, 15.2761
  0.8500,  0.8847
  1.3220,  1.1076
  3.8640,  3.8393
  1.2240,  1.1864
  1.3530,  1.3790
  0.6680,  0.6774
  0.4240,  0.4664
  0.5390,  0.5804
  2.1820,  1.7128
  5.4720,  5.0858
  2.7500,  2.5953
  2.0930,  2.0316
  0.7320,  0.7633
  0.5650,  0.5943
  0.5410,  0.5614
  7.9250,  8.2698
  0.5190,  0.6004
 12.4780, 13.0750
  3.3190,  3.2015
  2.6910,  2.5440
  0.4000,  0.4714
  1.5830,  1.5832
  1.5420,  1.5645
  0.6950,  0.7535
  0.6340,  0.6416
  0.7840,  0.7951
  1.0990,  1.1083
  1.7090,  1.7068
  1.7410,  1.7300
  4.2760,  4.3843
  0.7920,  0.8607
  7.0020,  6.8066
  1.2550,  1.2070
 16.2950, 17.7991
  1.1970,  1.2763
  6.2890,  6.0419
  0.7190,  0.7506
  2.7440,  2.5946
  2.2520,  2.3295
  1.7730,  1.6756
  1.9610,  1.9474
  2.1630,  2.1737
  3.7700,  3.8388
  0.4530,  0.5139
  1.2750,  1.3089
  3.2540,  3.3404
  1.1330,  1.1898
  3.9850,  4.0295
  3.3750,  3.5180
  1.1210,  1.1473
  2.7050,  2.7201
  3.0980,  3.0857
  1.1760,  1.1797
 14.1060, 13.8489
  0.5010,  0.5413
  0.5080,  0.5330
  0.7830,  0.8286
  1.7880,  1.7734
 15.4920, 15.0447
  0.8020,  0.7359
  6.6240,  6.6772
  2.0780,  2.1481
  5.3720,  5.5504
  0.7660,  0.7579
  1.1740,  1.2000
  1.4310,  1.3606
  4.0420,  3.9107
  7.9600,  7.7856
  7.2780,  7.8515
  3.2150,  3.2913
  1.7820,  1.8357
  2.2750,  2.2316
  0.8390,  0.8002
  1.2650,  1.2763
  0.4010,  0.4831
  1.5150,  1.5726
  4.6470,  4.6325
  4.0350,  4.0832
  1.9980,  1.9259
  0.3930,  0.5108
  2.4530,  2.4251
  1.6410,  1.6690
  2.0130,  2.0140
  0.9090,  0.8952
  0.6740,  0.7435
  5.7240,  5.8057
  8.5260,  8.7868
  6.0800,  6.8889
  2.6210,  2.5622
  2.4130,  2.4021
  1.4260,  1.4676
 11.8130, 12.4863
  1.6510,  1.5900
  0.8820,  0.9473
  0.9800,  1.0465
  1.7450,  1.6396
  1.0610,  1.1015
 11.4710, 10.7863
  1.5390,  1.4993
  6.0570,  5.9217
  1.5580,  1.5016
  1.2540,  1.3367
  2.1990,  2.1128
 10.4450, 10.3928
  0.9300,  0.9195
  0.8660,  0.9720
  3.7440,  3.8928
  8.2030,  8.1234
  6.0970,  6.2325
  3.3030,  3.4815
 16.1760, 16.9822
  1.2490,  1.4302
 12.6830, 12.0556
  1.6820,  1.6603
  2.4340,  2.4413
  4.2650,  4.1361
  2.5290,  2.5221
  2.3090,  2.4950
  1.9820,  1.9631
  0.9550,  0.9968
  0.6510,  0.6641
  1.1110,  1.1398
  1.2390,  1.2273
  1.7840,  1.7951
  8.6430,  8.7934
  3.1040,  3.2807
  1.3920,  1.4696
  1.0950,  1.1370
  3.8370,  4.0271
  3.4570,  3.4652
  1.2960,  1.3944
  5.1730,  5.0587
  1.3320,  1.3417
  1.2310,  1.3010
  0.7440,  0.7409
  3.0500,  3.0887
  1.3350,  1.3915
  1.5490,  1.4829
  3.9530,  3.8892
  1.9090,  1.9878
  0.8090,  0.8373
  0.9100,  0.8732
  0.9370,  0.9913
  1.3010,  1.3780
  1.4140,  1.3276
  1.5150,  1.6519
  1.0140,  1.0053
  0.9750,  1.0161
