  1.7630,  1.8485
  7.0610,  7.2409
  5.5500,  5.6469
  2.5500,  2.5119
  2.1370,  2.2356
  0.4110,  0.4551
  3.5610,  3.5923
  1.9450,  2.0783
  3.0990,  3.0731
  5.3190,  5.4230
  2.1370,  2.1419
  0.4550,  0.4925
  2.6320,  2.6458
  1.2940,  1.3016
  0.5980,  0.6466
  0.6620,  0.6860
  1.4450,  1.4037
  8.0860,  8.3540
  2.5840,  2.6547
  3.6780,  3.5634
  1.7740,  1.8304
  0.5720,  0.6074
  2.2320,  2.3249
  2.5460,  2.7631
  2.0450,  2.0622
  2.3110,  2.3466
  1.5590,  1.5524
  0.5250,  0.6132
  1.0820,  1.0807
  2.6400,  2.7161
  2.7550,  2.8317
  2.8400,  2.8079
  0.6360,  0.6541
  1.7080,  1.7567
  1.1770,  1.1582
  0.6410,  0.6732
  3.0270,  3.0117
  5.7290,  5.9145
  4.7610,  4.7638
  7.5940,  7.3921
  1.3160,  1.3747
  1.3660,  1.2428
  5.6730,  5.2962
  9.0060,  8.6754
  1.2700,  1.2852
  2.0290,  1.8899
  1.0560,  1.1538
  1.7800,  1.7265
  0.6070,  0.6453
  3.5570,  3.3473
  2.1760,  2.0979
  6.2890,  6.0725
  0.8350,  0.8311
  2.1600,  2.2039
  0.8500,  0.8847
  1.3220,  1.1076
  3.8640,  3.8393
  1.2240,  1.1864
  1.3530,  1.3790
  0.6680,  0.6774
  0.4240,  0.4664
  0.5390,  0.5804
  2.1820,  1.7128
  5.4720,  5.0858
  2.7500,  2.5953
  2.0930,  2.0316
  0.7320,  0.7633
  0.5650,  0.5943
  0.5410,  0.5614
  7.9250,  8.2698
  0.5190,  0.6004
  1.7810,  1.7921
  3.0190,  2.9936
  3.1180,  3.1859
  1.0360,  1.0284
  1.1440,  1.1118
  0.7510,  0.7432
  1.5560,  1.5043
  0.7380,  0.7462
  0.8710,  0.8687
  1.5550,  1.6210
  6.7690,  6.5934
  2.2830,  2.3389
  3.1830,  2.9881
  0.4380,  0.4652
  3.2000,  3.2328
  9.9590,  9.9262
  1.1970,  1.2763
  6.2890,  6.0419
  0.7190,  0.7506
  2.7440,  2.5946
  2.2520,  2.3295
  1.7730,  1.6756
  1.9610,  1.9474
  2.1630,  2.1737
  3.7700,  3.8388
  0.4530,  0.5139
  1.2750,  1.3089
  3.2540,  3.3404
  1.1330,  1.1898
  3.9850,  4.0295
  3.3750,  3.5180
  1.1210,  1.1473
  2.7050,  2.7201
  3.0980,  3.0857
  1.1760,  1.1797
  0.8480,  0.8795
  5.3810,  5.3952
  0.8900,  0.9212
  3.0740,  3.0359
  7.1420,  7.2583
  0.8020,  0.7359
  6.6240,  6.6772
  3.8970,  3.8336
  5.5660,  5.8213
  0.9230,  0.9300
  1.4310,  1.3606
  4.0420,  3.9107
  7.9600,  7.7856
  7.2780,  7.8515
  3.2150,  3.2913
  1.7820,  1.8357
  2.2750,  2.2316
  0.8390,  0.8002
  1.2650,  1.2763
  0.4010,  0.4831
  1.5150,  1.5726
  4.6470,  4.6325
  4.0350,  4.0832
  1.9980,  1.9259
  0.3930,  0.5108
  2.4530,  2.4251
  2.7040,  2.5560
  6.0040,  6.0521
  0.9330,  0.9495
  1.2800,  1.3175
  8.5260,  8.7868
  6.0800,  6.8889
  2.6210,  2.5622
  2.4130,  2.4021
  1.4260,  1.4676
  4.3290,  4.1550
  2.6550,  2.8128
  1.6440,  1.6389
  7.8940,  8.1544
  7.1630,  6.9335
  0.6510,  0.7424
  1.5390,  1.4993
  6.0570,  5.9217
  1.5580,  1.5016
  1.2540,  1.3367
  2.1990,  2.1128
  1.6080,  1.6195
  1.7900,  1.7306
  2.1260,  2.1068
  1.3640,  1.5337
  1.0500,  0.9866
  0.8680,  0.9145
  0.8980,  0.9231
  1.2490,  1.4302
  2.4950,  2.3671
  5.4470,  5.5388
  1.9460,  2.0172
  1.4920,  1.5381
  3.3390,  3.4109
  0.6040,  0.6414
  0.9720,  0.9971
  0.9490,  1.0167
  7.3310,  7.0972
  4.4010,  4.4233
  1.3710,  1.3049
  6.0770,  5.9333
  2.1650,  2.2609
  0.6960,  0.7390
  1.0840,  1.0943
  1.3050,  1.3481
  1.9710,  1.9878
  3.4730,  3.4014
  3.1740,  3.1297
  0.8320,  0.8411
  3.6870,  3.6913
  1.8100,  1.9179
  1.3190,  1.3471
  1.3660,  1.3572
  1.6880,  1.7427
  6.1670,  6.0911
  4.8560,  4.7696
  2.0330,  2.0566
  1.2750,  1.2387
  2.0010,  2.1050
  8.6730,  8.0447
  0.7820,  0.8030
  1.4320,  1.4421
  6.0010,  5.7087
  0.5790,  0.6005
  1.9000,  1.8839
  1.4900,  1.5128
  1.2440,  1.2102
  4.0510,  3.8686
  5.8670,  5.8527
  1.4960,  1.4290
  1.0400,  0.9990
  7.8910,  8.2952
  0.7260,  0.7253
  0.8830,  0.9539
  2.4050,  2.5080
  0.9640,  0.9787
  4.6880,  4.6731
  1.9480,  1.9050
  2.6820,  2.6143
  1.4160,  1.4493
  5.4510,  4.9902
  1.7080,  1.7274
  1.7260,  1.7638
  1.0850,  1.1574
  2.6960,  2.6298
  0.7060,  0.7439
  2.4060,  2.4636
  1.1710,  1.1980
  1.5450,  1.5273
  0.9380,  0.9662
  0.9200,  0.9564
  1.3580,  1.3459
  2.2530,  2.1829
  0.9740,  0.9219
  0.5960,  0.6102
  1.1660,  1.2350
  1.7000,  1.7206
  4.6100,  5.2119
  5.4330,  5.0548
  2.3630,  2.3789
  1.1870,  1.0939
  1.5070,  1.5196
  3.5520,  3.5397
  0.8990,  0.9275
  9.4810,  9.1349
  1.2140,  1.2277
  4.4780,  4.0658
  0.5060,  0.5595
  5.6610,  5.7516
  1.2130,  1.2062
  1.2630,  1.2695
  2.6050,  2.9173
  1.0360,  1.0874
  2.7110,  2.6165
  1.4470,  1.5041
  1.7210,  1.1150
  1.7750,  1.7005
  4.1970,  4.2640
  0.9010,  0.9055
  0.7960,  0.7270
  4.6040,  4.7495
  6.3830,  6.2580
  1.1620,  1.1684
  0.5060,  0.6169
  8.4450,  8.4828
  0.7190,  0.7096
  2.4010,  2.3860
  2.4870,  2.4550
  2.0930,  2.1401
  0.6870,  0.7013
  0.8600,  0.8863
  2.9070,  2.9297
  1.0140,  0.9821
  1.8680,  1.7502
  9.5520,  8.9058
  1.2130,  1.2419
  0.7940,  0.8091
  3.1780,  3.2476
  2.8650,  2.6286
  6.2300,  6.2901
  1.1740,  1.1449
  3.1430,  3.0107
  1.1750,  1.1568
  3.3910,  3.2760
  3.9120,  4.0250
  1.5780,  1.5684
  3.2630,  3.3776
  3.8750,  4.0012
  0.8370,  0.8731
  1.8560,  1.8303
  2.1860,  2.0683
  7.5740,  6.9406
  0.7890,  0.8066
  1.8050,  1.6558
  4.6810,  4.7359
  5.8730,  6.1174
  1.3480,  1.3827
  5.3030,  5.3417
  2.2030,  2.2152
  3.5900,  3.5436
  2.9460,  3.0007
  2.7490,  3.1902
  1.0210,  1.0345
  3.3410,  3.5069
  6.1830,  6.4373
  2.6760,  2.6229
  2.1720,  2.1182
  1.3890,  1.3247
  4.0820,  4.0584
  2.1530,  2.1848
  2.7960,  2.9485
  3.1580,  3.1438
  1.3100,  1.3903
  1.6060,  1.4848
  0.8760,  0.9083
  1.0590,  1.0970
  8.7000,  8.6417
  1.8960,  2.0633
  5.0660,  4.9549
  5.2610,  5.2461
  0.6900,  0.7524
  0.7620,  0.7760
  0.7610,  0.7306
  4.2500,  4.5054
  2.8690,  2.9528
  1.0590,  1.0743
  1.0500,  1.0801
  1.0720,  1.0912
  5.0660,  5.0353
  0.9140,  0.9193
  0.7470,  0.7654
  6.9420,  7.1013
  1.1950,  1.1939
  2.0710,  2.0910
  1.1300,  1.1483
  4.8880,  4.8517
  0.3870,  0.5111
  1.4060,  1.4862
  0.5150,  0.5355
  4.0750,  3.9793
  6.7660,  6.7064
  1.6330,  1.6777
  0.8740,  0.8399
  0.5730,  0.6455
  2.1560,  2.1544
  2.0930,  2.0760
  3.4750,  3.4457
  0.7520,  0.7833
  0.8740,  0.8325
  0.8010,  0.8119
  0.7600,  0.7236
  6.2340,  6.3134
  7.2260,  7.1453
  3.3160,  3.1134
  1.9710,  1.8927
  1.5510,  1.6031
  1.0690,  1.0993
  1.5140,  1.4487
  2.1620,  2.2480
  1.4640,  1.5233
  1.1760,  1.2198
  1.0890,  1.1264
  8.5820,  8.4675
  2.4860,  2.3999
  1.1850,  1.1950
  2.9110,  3.1021
  0.9550,  0.8242
  0.6440,  0.6930
  1.5920,  1.6633
  5.5820,  5.4548
  4.4050,  4.4591
  1.3170,  1.2868
  1.1260,  1.1370
  2.4330,  2.6373
  1.5790,  1.5777
  5.6300,  5.9187
  0.9350,  0.9469
  2.8810,  2.9214
  6.9020,  6.5957
  0.9540,  0.9882
  9.6100,  9.7684
  1.0040,  0.9299
  8.1030,  8.0767
  1.9790,  1.9751
  1.1480,  1.1783
  0.7110,  0.6525
  2.9470,  2.9660
  0.9780,  0.9596
  0.4690,  0.5582
  1.7930,  1.8394
  1.7280,  1.6547
  2.6440,  2.6141
  5.1750,  5.7276
  1.3110,  1.3101
  2.3190,  2.3323
  1.6960,  1.7524
  1.6440,  1.6612
  0.6940,  0.7015
  3.4600,  3.5351
  7.4460,  7.5332
  2.4660,  2.4682
  0.4080,  0.4709
  1.8120,  1.8361
  1.5010,  1.4973
  7.2880,  7.5860
  5.4090,  6.0126
  1.7940,  1.8088
  2.4450,  2.4175
  1.7150,  1.6225
  4.0340,  3.8698
  1.0650,  1.1126
  1.1910,  1.0703
